Node1	Node2	Score
ACLY	FASN	0.994
COX7C	UQCR10	0.986
RPL13A	RPL12	0.999
SPTBN1	DCTN1	0.951
RPS13	RPS11	0.999
XPA	XPC	0.991
RPL23	RPL32	0.999
NDUFB10	ATP5PD	0.957
IFITM2	IRF7	0.951
NDUFAB1	NDUFA9	0.999
NDUFB10	UQCRQ	0.986
RPL36AL	RPL37A	0.997
ACTN2	TPM2	0.995
RPL22L1	RPL12	0.997
LSM5	LSM6	0.999
NDUFS4	ATP5PO	0.984
RPL37A	RPL39	0.999
MRPS14	MRPL20	0.997
RPS24	UBA52	0.999
NDUFB7	UQCR11	0.989
RPS8	RPS27A	0.999
RPL36	RPL29	0.999
RPL27A	RPL38	0.999
SEC61G	UBA52	0.996
RPS19	RPS25	0.999
RPL27A	RPS28	0.999
MUC4	MUC1	0.986
NDUFB10	NDUFA3	0.997
RPS16	RPL23	0.999
RPS20	RPL39	0.999
SQLE	HMGCR	0.991
COMMD1	COMMD6	0.993
LTV1	RPS11	0.996
ATP5PD	ATP5PO	0.999
RPL19	RPL27	0.999
RPL31	RPS12	0.999
RPL27	RPL37	0.999
NDUFA1	UQCRQ	0.986
RPL22L1	RPS28	0.996
RPS8	RPLP2	0.999
RPS21	RPLP2	0.999
RPS24	RPL37A	0.999
RPL31	RPL36	0.999
RPS15	RPLP1	0.999
NDUFB6	UQCR10	0.954
MRPL34	MRPL54	0.992
OAS1	IFITM3	0.96
RPL34	RPLP2	0.999
RBX1	UBE2C	0.96
RPS27L	RPL12	0.999
RPL19	RPL12	0.999
SEC61G	RPS26	0.996
UQCRQ	ATP5MG	0.983
RPS19	RPL9	0.999
RPL19	RPL27A	0.999
RPS11	RPL29	0.999
RPL11	RPL39L	0.995
SEMA3G	PLXNA4	0.966
RRAGD	LAMTOR4	0.999
OAS1	IFI6	0.994
MRPL22	MRPL34	0.994
ACSL1	FASN	0.961
RPS11	FAU	0.999
SEC61B	RPS27A	0.996
ATP5PF	ATP5PD	0.999
RPL24	RPS28	0.999
CBL	NEDD8	0.954
TPRKB	LAGE3	0.987
RPL30	UBA52	0.999
RPS25	RPS15A	0.999
RPS16	RPL22L1	0.996
RPL36	RPL39	0.999
RPL37A	UBA52	0.999
TLR2	CD14	0.991
BCL6	BCOR	0.997
RPL19	RPL38	0.999
LSM7	SNRPE	0.999
RPL35	RPL23A	0.999
RPS8	RPL37A	0.999
RPL31	RPL32	0.999
SRP14	RPL37	0.995
RPS13	RPL32	0.999
RPL13A	RPL39L	0.995
RPL21	RPL38	0.999
MRPL16	MRPL57	0.98
RPL22L1	RPS21	0.995
TRIM22	IRF7	0.953
RBX1	CKS1B	0.95
JAG1	NOTCH2	0.969
RPL23	RPS15A	0.999
TPT1	FAU	0.965
H2AFZ	HIST1H2BH	0.955
RPL36AL	RPL38	0.997
STAT2	IFNL1	0.952
UQCRB	NDUFA12	0.99
RPS11	RPL13A	0.999
RPL38	RPS29	0.999
RPS11	RPS28	0.999
MX1	IFITM2	0.958
COX6A1	UQCRQ	0.992
RPS19	RPS14	0.999
TNFRSF1B	TNF	0.999
NDUFS6	NDUFC2	0.999
RPS12	RPS8	0.999
HERC6	HERC5	0.977
RPS25	RPL12	0.999
MRPS34	MRPS14	0.986
HEATR1	RPS18	0.966
RPS16	RPS15A	0.999
RPS16	RPL23A	0.999
GBP2	PSMB8	0.952
RPL27A	RPLP2	0.999
RPS16	RPS18	0.999
NDUFB3	NDUFA9	0.999
EP300	STAT1	0.978
MX1	GBP2	0.96
RPS15	RPS28	0.999
RPS19	RPL30	0.999
OAS1	IFITM1	0.975
RPS11	RPL39	0.999
RPL31	RPLP1	0.999
NDUFC2	NDUFS4	0.999
RPL26L1	RPS11	0.998
RPL26L1	RPL39L	0.992
NDUFS6	COX6C	0.953
ATP5MC3	ATP5MG	0.976
NDUFC1	NDUFB6	0.999
RPL26L1	RPL36AL	0.994
HEATR1	RPS8	0.989
NDUFB3	NDUFAF6	0.956
BMP2	SMURF1	0.962
EIF3C	RPS18	0.987
RPL34	RPL13A	0.999
RPL36AL	RPS29	0.998
MRPL27	MRPS14	0.998
RPS27A	ANAPC10	0.967
BST2	IFITM3	0.957
RPS15	RPLP2	0.999
TLR3	IRF7	0.983
RPL23	RPL35	0.999
RPS15	RPS25	0.999
LTA	TNF	0.961
BST2	IFIT1	0.96
RPS20	RPL12	0.999
RPS13	RPS12	0.999
TNFRSF1B	TRAF1	0.983
MRPL36	RPL23A	0.955
MRPL34	MRPL40	0.993
RPS16	SEC61G	0.997
RPS25	RPL37A	0.999
EIF3A	RPL11	0.956
RPS8	RPS29	0.999
RPL30	RPL27A	0.999
CBL	UBA52	0.979
RPS25	RPS21	0.999
IFI27	IFITM1	0.969
RPLP1	RPL36AL	0.997
CASP10	TNFSF10	0.973
RBX1	UBE2L6	0.955
KAT2A	USP22	0.991
NDUFB3	NDUFB1	0.997
RPL11	RPL32	0.999
STAT1	UBE2L6	0.983
RPL26L1	RPL36	0.999
EIF3C	RPS29	0.983
SEC61B	RPS15A	0.996
WDR31	RPS29	0.959
NDUFAB1	NDUFA3	0.997
RPL37	RPL39	0.999
MRPL22	MRPL13	0.997
RPS16	RPL36	0.999
RPS16	RPL19	0.999
RPL32	RPL39	0.999
RPL26L1	RPL11	0.998
RPL31	RPL21	0.999
MRPL20	MRPS21	0.977
RPL36	RPS24	0.999
RPLP1	RPL32	0.999
PSMG2	PSMG4	0.966
RPL26L1	RPL29	0.998
RPS8	RPL36AL	0.997
COX7C	COX6C	0.999
RPS13	RPL29	0.999
SEC61G	RPL39L	0.985
BIRC5	PBK	0.974
RPL30	RPL12	0.999
IFI35	IFITM2	0.954
NDUFC1	NDUFA6	0.999
COX5B	ATP5PF	0.961
TRAPPC6A	TRAPPC10	0.988
TNFRSF1B	LTA	0.977
RPL11	RPS29	0.999
RPS19	RPLP2	0.999
RPS20	RPS19	0.999
UQCR11	UQCRB	0.995
MRPL24	MRPL36	0.997
COX5B	NDUFB10	0.954
RPL34	RPS24	0.999
LTV1	RPS9	0.996
COX6A1	UQCRB	0.972
RPL21	RPS28	0.999
MRPL57	MRPL41	0.997
RPL35	RPL32	0.999
KAT2B	CARM1	0.973
SNRPD2	POLR2L	0.967
RPL31	RPL37A	0.999
RSAD2	IRF9	0.973
HSPG2	BGN	0.977
RPS13	RPL11	0.999
CCL1	CXCL10	0.967
RPS21	RPL37A	0.999
RPL12	UBA52	0.999
RPS20	RPS15	0.999
FAU	RPS14	0.999
NDUFAB1	NDUFB2	0.998
TNFSF10	TNFRSF11B	0.968
SRP14	RPS11	0.997
MRPS34	MRPL13	0.98
ATP5PF	ATP5MF	0.999
H2AFJ	HIST1H2BH	0.968
SNRPF	POLR2L	0.993
ATP5MC1	ATP5MG	0.976
FAU	MRPL11	0.971
FADS2	ACSL1	0.952
RPS19	RPL24	0.999
LIF	JAK1	0.95
MRPL51	MRPL24	0.996
RPS14	RPS21	0.999
NDUFS5	NDUFB1	0.998
TGFB2	TGFBR1	0.984
ATP5MC1	ATP5MF	0.974
GBP1	OASL	0.968
NDUFB11	NDUFA3	0.994
SH2D2A	SRC	0.98
HEATR1	RPS15A	0.979
CFI	CFB	0.983
RPS26	RPL23A	0.999
RNF213	UBA7	0.966
RPS15A	RPS18	0.999
RPS9	RPL23A	0.999
BCL2L11	SRC	0.95
RPL13A	RPS27L	0.996
RPL9	RPLP2	0.999
NDUFB2	NDUFB5	0.999
MRPL13	MRPL41	0.999
OASL	IRF9	0.963
NDUFB3	NDUFB9	0.998
RPS20	RPS28	0.999
RPS14	RPL38	0.999
NDUFC1	NDUFB10	0.998
CCND1	FOS	0.967
RPL23	RPS27L	0.999
RPL36	SRP14	0.997
UQCRQ	NDUFA11	0.987
TRIM45	HLA-C	0.965
RPL34	RPL24	0.999
IGFBP4	IGFBP1	0.989
MRPL36	MRPL13	0.998
MRPL13	MRPL23	0.983
ACSL3	FASN	0.952
UQCRB	COX6C	0.987
AARS	GARS	0.994
RRAGD	LAMTOR2	0.998
RPL19	RPLP1	0.999
RPL32	RPL39L	0.995
LSM7	NAA38	0.978
NDUFS5	NDUFA4	0.989
RPS25	RPL38	0.999
RPS11	RPL32	0.999
COX7A2	ATP5F1E	0.982
ATP5F1E	ATP5MC3	0.985
RPS19	RPL39L	0.996
LY96	CD14	0.961
RPL26L1	UBA52	0.997
RPS9	RPL38	0.999
LTV1	RPS26	0.968
RPS20	SEC61B	0.986
CXCL12	CCL20	0.983
JAG1	ADAM17	0.977
POLR2F	POLR3GL	0.95
NDUFAB1	NDUFB9	0.999
RBX1	PSMA2	0.964
RPL34	RPS25	0.999
NDUFS6	UQCRB	0.981
RPS19	RPLP1	0.999
RPL39	RPS29	0.999
VLDLR	PCSK9	0.975
RPL35	RPS24	0.999
RPL11	RPL37	0.999
RBX1	FBXO2	0.955
MX2	USP18	0.985
MRPL17	MRPS21	0.976
RPL32	RPS14	0.999
NDUFAF2	NDUFA12	0.979
GSDMD	CASP1	0.959
RPL26L1	RPS15A	0.998
COL4A1	ITGA1	0.954
RPS15	RPL21	0.999
RPS12	RPS27A	0.999
NDUFA2	NDUFA3	0.999
UQCRQ	NDUFS5	0.994
DYNLL1	DYNC2LI1	0.958
RPS19	RPS28	0.999
RPS19	SEC61G	0.997
RPL24	RPL35	0.999
NDUFAB1	MRPL13	0.972
RPL19	RPS18	0.999
RPL34	RPS28	0.999
RPS25	RPL39L	0.997
SNRPF	LSM10	0.998
IRF7	IFITM1	0.972
RPS12	RPS18	0.999
PSMA4	PSMA2	0.999
FAU	RPL37A	0.999
RPS24	RPS18	0.999
SERPINE1	VEGFA	0.982
RPS27A	RPL37	0.999
FAU	RPS27L	0.998
SEC61G	RPS15A	0.996
DTYMK	NME1	0.95
HSPG2	MMP14	0.952
SEC61G	RPL37	0.996
RPL39L	RPL27A	0.997
RPL23	RPL30	0.999
NDUFC1	NDUFS5	0.999
RPL19	RPL29	0.999
RPL12	RPS18	0.999
RPL9	RPS29	0.999
ERH	SNRPF	0.995
RPL37	RPS26	0.999
SQLE	HMGCS1	0.994
NDUFB9	NDUFA6	0.999
ERH	SNRPD2	0.995
LTV1	RPS27A	0.981
RPL23	FAU	0.999
LSM6	SNRPD1	0.999
IFI27	IRF7	0.964
RPS16	RPS29	0.999
NDUFC1	NDUFS6	0.998
SEC61B	RPL27	0.997
ITGB3BP	CENPW	0.967
RPL26L1	RPL12	0.999
RPS12	RPL38	0.999
RPL12	RPL23A	0.999
RPL23	RPS11	0.999
RPL22L1	RPL39L	0.996
RPLP1	RPL9	0.999
DYNLL1	DYNC1LI2	0.974
EIF3A	RPL9	0.962
POLR2F	POLR2L	0.999
SEC61B	FAU	0.956
NDUFB2	UQCR11	0.987
RPL34	RPL29	0.999
IFITM3	MX2	0.954
NDUFA1	NDUFA9	0.994
RPL39L	RPL23A	0.996
BST2	MX1	0.976
RPL23	RPL36	0.999
RPL13A	RPL37	0.999
RBX1	FBXO11	0.955
CD79B	BCL6	0.953
RPS12	RPS14	0.999
CYP51A1	HMGCR	0.977
RPS19	RPL19	0.999
UQCRB	NDUFS5	0.98
SEC61G	RPL37A	0.998
NDUFB3	UQCRQ	0.992
GBP1	IRF9	0.962
GALNT15	MUC1	0.966
RPL37	RPL23A	0.999
SF3B6	SNRPG	0.984
RPL22L1	RPL39	0.996
