Node1	Node2	Score
RPS12	RPS6	0.999
MRPL15	MRPL16	0.999
NCF4	NCF2	0.98
BIRC5	CCNB1	0.996
MRPS33	MRPL35	0.989
MRPL35	CHCHD1	0.983
RPL36	RPS29	0.999
RPL11	RPL22L1	0.995
IFI27	MX2	0.955
MRPL16	RPL23A	0.966
RPL26L1	RPS18	0.999
NDUFA1	NDUFA2	0.999
RPL6	RPSA	0.999
RPS8	RPSA	0.999
H3F3A	HIST3H2A	0.959
PSMA4	PSMB4	0.999
RPL22L1	RPL10A	0.996
MRPL54	MRPL20	0.996
SKP1	UBE2N	0.967
RPL24	RPL37A	0.999
RBX1	ANAPC10	0.964
RPS8	RPS14	0.999
ZWINT	MAD2L1	0.991
MRPL22	MRPL33	0.995
EEF1B2	RPL12	0.976
MRPL19	MRPL40	0.999
MPHOSPH6	C1D	0.986
NDUFB3	NDUFA5	0.999
PSMB8	PSMB3	0.999
OAS2	IFI6	0.991
FUNDC1	ULK1	0.955
UQCRB	CYCS	0.998
RAN	NPM1	0.958
NDUFB9	NDUFS4	0.999
PHF5A	SART1	0.995
MRPL22	MRPL35	0.982
RPS11	EIF3M	0.999
RPL36	RPL10A	0.999
CENPL	KNL1	0.955
NDC80	CENPH	0.99
NDUFB3	NDUFA7	0.998
RPS15	RPS21	0.999
RPL10	RPS29	0.999
CBX3	HIST1H3C	0.959
MRPL22	MRPL17	0.999
RPS27A	RPL7	0.999
LSM5	LSM8	0.999
NDUFA1	NDUFB6	0.999
RPS11	RPL9	0.999
VPS29	SNX6	0.99
EIF3E	RPS4X	0.995
MRPL3	MRPS22	0.994
TGFB1	VEGFA	0.993
RPS26	UBA52	0.999
RNF7	ANAPC10	0.953
GADD45A	PCNA	0.959
RPL23	EIF3M	0.966
RPS24	NOC4L	0.965
RPS26	RPS4X	0.999
CHCHD1	MRPL21	0.985
GADD45A	CCNB1	0.973
NDUFB4	NDUFA12	0.999
XAB2	BCAS2	0.999
CCNH	GTF2H2	0.999
NDUFS4	ATP5PD	0.959
RPL13A	RPL11	0.999
FAU	MRPL13	0.954
NOC4L	RPS18	0.964
RPS3A	RPL15	0.999
RPL35	RPS18	0.999
RPS15A	RPS3A	0.999
SDHB	UQCRFS1	0.984
RPS25	RPL32	0.999
DVL2	WNT4	0.961
ELOB	PSMA5	0.964
RPS16	RPS12	0.999
NDUFB4	NDUFA6	0.999
RPL31	RPL30	0.999
HDAC9	KAT2B	0.968
SRP9	RPL12	0.996
IMP3	NOC4L	0.997
TMEM126B	NDUFS3	0.966
RPL39L	RPSA	0.991
RPL24	EEF1B2	0.953
CENPN	CENPP	0.982
RPL32	RPL36AL	0.996
GTF2B	SUPT5H	0.971
SNRPB2	CWC15	0.996
RPL21	RPS29	0.999
RPL27	RPS26	0.999
MRPL11	MRPS23	0.995
CCNB1	CKS1B	0.996
RPL19	RPS28	0.999
BCAS2	SNRPG	0.997
RPL31	RPS21	0.999
CCNA2	CDC25C	0.995
RPS12	RPS15	0.999
MRPL18	MRPL34	0.985
CAV1	BSG	0.977
FAU	RPS18	0.999
CENPN	HIST1H2AC	0.979
RPL23	RPS21	0.999
RPL32	RPL9	0.999
RPS12	RPL23A	0.999
SNU13	RPS27L	0.953
NDUFA1	NDUFA4	0.983
EIF3M	RPS4X	0.998
SF3A2	SNRPG	0.998
RPS15	RPL39L	0.996
PSMB4	PSMB3	0.999
RPLP0	EEF1B2	0.993
TPT1	RPL9	0.968
RPS20	RPL23A	0.999
GBP5	IRF7	0.951
RPLP0	RPL27	0.999
XAB2	CWC15	0.997
RPLP0	RPS12	0.999
PCNA	UBB	0.997
PSME2	PSMB7	0.99
RPL26L1	RPS27A	0.997
TRIM21	IRF8	0.965
KIF18A	CENPP	0.951
RPL36AL	RPS28	0.995
RPL10	RPS28	0.999
NDUFB2	NDUFA7	0.998
COPS4	COPS8	0.999
RSAD2	CMPK2	0.967
RPL21	RPL29	0.999
RPL10	RPL37A	0.999
NDUFA1	NDUFB1	0.996
FAU	UBA52	0.999
SNRPF	SNRPG	0.999
COX7C	COA6	0.963
RPS25	RPL36	0.999
NDUFB5	NDUFA9	0.999
NDUFA2	NDUFA7	0.999
RPL27	RPL35	0.999
PSMB1	PSMA3	0.999
MRPL17	MRPS16	0.999
RPS27A	RPS26	0.999
NDUFA1	NDUFB9	0.996
GEMIN6	SNRPD1	0.966
RPS19	RPS24	0.999
PCNA	UBE2V2	0.97
WDR61	RPS27A	0.964
OAS2	ISG20	0.967
MRPS33	MRPL18	0.989
SRP14	RPL29	0.989
RPL29	RPS21	0.999
ATP5PB	NDUFB9	0.985
RPS20	RPLP2	0.999
RPL11	RPL10	0.999
RSAD2	IFI27	0.982
NDUFB6	NDUFB1	0.998
IFI44L	IFIT1	0.957
MRPL34	MRPL50	0.986
CENPA	CDK1	0.995
RPL21	SEC61G	0.996
SNRPB2	SNRPG	0.999
RPL19	RPS27A	0.999
LAMTOR2	LAMTOR5	0.999
RPL38	RPL37A	0.999
BIRC5	BUB1	0.996
CCNB2	RRM2	0.958
RPS25	RPL35	0.999
SEC61B	RPS8	0.997
RPL19	RPS12	0.999
NDUFAF4	NDUFS5	0.978
RPL27A	RPL14	0.999
EIF3E	RPS6	0.999
RPS27A	TBL3	0.964
RPS6	RPS8	0.999
SKP1	COPS4	0.962
RPL7	RPL10A	0.999
RPL11	RPS8	0.999
RPL37A	RPS4X	0.999
MRPL34	MRPL36	0.996
RPS11	RPL7	0.999
LPAR2	SLC9A3R2	0.988
MAD2L1	BUB1	0.999
RPS24	RPS8	0.999
CENPH	BUB1	0.981
RPL26L1	RPS3A	0.998
SEC61B	RPL29	0.985
RPL6	RPL13A	0.999
RPS24	RPS29	0.999
CCNB1	CDK1	0.999
PLAT	SERPINE1	0.999
RPS15	RPS4X	0.999
RPLP2	RPS28	0.999
SNU13	RPS4X	0.996
BORA	PLK4	0.951
NDUFA5	NDUFA9	0.996
COQ3	COQ2	0.961
RPL24	EIF3H	0.981
SDHB	SDHAF3	0.978
PLAUR	SERPINE1	0.99
MRPL47	MRPL16	0.998
RPL30	C1D	0.966
RPLP2	RPS29	0.999
MRPS14	MRPL15	0.997
PSMA3	RPS27A	0.96
TAF12	TAF6L	0.997
RPL23	RPL38	0.999
SRP14	RPS29	0.991
RPS21	RPS4X	0.999
COX7C	NDUFA5	0.965
NDUFA2	NDUFS3	0.999
NEDD8	PSMB3	0.973
EEF1B2	RPL11	0.968
RPS24	RPL23A	0.999
SEC61B	RPS3A	0.997
RPL19	RPS14	0.999
RPL26L1	RPL13A	0.996
RPS3	FAU	0.999
RPL19	RPS3A	0.999
OIP5	ITGB3BP	0.954
HUWE1	UBR4	0.951
RPL19	RPS11	0.999
RPL10	RPL12	0.999
RPL31	RPL9	0.999
MRPS28	MRPL11	0.982
UBB	HIST1H2BH	0.973
RPL39L	RPL14	0.996
RPS13	RPS27A	0.999
MRPL51	MRPL33	0.991
MRPL34	MRPL13	0.992
RPL26L1	RPL10A	0.999
MRPL17	MRPS22	0.985
RPS29	RPS18	0.999
NEK2	CCNB2	0.979
RPL23	SEC61G	0.996
UQCRH	NDUFA12	0.987
RPA3	PRIMPOL	0.993
MRPS33	MRPS21	0.985
LSM5	SNRPD2	0.999
NDUFB3	TMEM126B	0.965
SPC25	CDK1	0.991
LSM10	SNRPE	0.997
MRPS14	MRPL57	0.981
RPL10	RPS4X	0.999
CCNA2	ESCO2	0.951
EEF1B2	RPL7A	0.956
RPL23	RPL37	0.999
DLGAP5	MAD2L1	0.956
RPL5	RPL27	0.999
SRP14	RPS4X	0.997
SF3B6	SNRPD1	0.977
PHF5A	SNRPB2	0.999
POLR2I	GTF2B	0.999
EEF1B2	RPS6	0.959
RPL21	RPL27A	0.999
RPLP0	RPL5	0.999
MRPL1	MRPS16	0.996
RPL7A	RPL14	0.999
MRPL16	MRPL1	0.998
RPS6	RPSA	0.999
CEP76	CETN2	0.952
TBL3	NOC4L	0.998
SRP14	RPS8	0.997
MRPL43	MRPL35	0.983
COX6A1	COX5B	0.999
ST3GAL1	GCNT1	0.969
RPS27A	EIF3M	0.962
SNRPB2	LSM6	0.997
FAU	RPL14	0.999
JAK2	PLCG1	0.956
RPS16	RPLP2	0.999
RPL10	RPL15	0.999
RPLP0	RPS16	0.999
KCNN2	CALM2	0.97
RPL9	RPL38	0.999
RPL19	RPL39L	0.996
RPL36	RSL24D1	0.965
RPL11	EIF3M	0.992
RPLP0	SEC61G	0.985
RPL29	RPL36AL	0.995
MRPL43	MRPL20	0.998
ATP5F1E	ATP5MD	0.988
RBX1	UBE2B	0.958
NDUFB5	NDUFA6	0.999
LSM8	POLR2L	0.97
SUMO1	RPS27A	0.952
IRF5	MX1	0.956
RPS8	RPS26	0.999
MRPL35	MRPL39	0.981
RPS6	RPL7A	0.999
MRPL35	MRPL20	0.995
RPS15	RPL11	0.999
RPS14	NOC4L	0.976
RPS20	RPSA	0.999
COX7C	CYCS	0.992
RPL10A	RPL39	0.999
ISCU	FDX1	0.956
RPS15	RPS26	0.999
RPS25	RPS27L	0.999
TLR2	HMGB1	0.993
PTTG1	UBE2C	0.997
RPL31	RPS14	0.999
MRPS16	MRPL40	0.999
MRPL16	CHCHD1	0.984
PSMD6	UBB	0.975
SUMO1	TRIM28	0.958
COX7A2	COX5B	0.952
ELOB	SOCS2	0.997
LSM5	BCAS2	0.95
SNU13	RPSA	0.981
RPL34	RPS4X	0.999
CENPH	CENPW	0.98
RPL36	RPL13A	0.999
NDUFB6	NDUFA6	0.999
SRP14	FAU	0.951
ATP5MC3	UQCRFS1	0.952
POLR2I	POLR2G	0.999
MRPS23	MRPL33	0.982
RPL31	EIF3E	0.959
RPL31	RPS6	0.999
RPL24	RPS21	0.999
UBA52	PSMB3	0.992
RPLP2	RPS4X	0.999
PSMA5	UBA52	0.996
RPS6	NOC4L	0.966
RPS16	RPS28	0.999
RPL31	RPL13A	0.999
GEMIN2	SNRPE	0.996
SEC61G	RPS3A	0.996
PSMA4	PSMB7	0.999
CENPQ	CENPW	0.969
KNL1	CENPP	0.952
RPS3A	RPL23A	0.999
MRPL27	MRPL50	0.993
ATP5MC2	ATP5PF	0.985
IFI35	OAS1	0.99
SLC3A2	BSG	0.978
NUF2	CCNB2	0.991
RPL27A	RPS21	0.999
RPS8	RPS3	0.999
RPLP2	RPL37A	0.999
SRP9	RPS3A	0.989
CHCHD1	MRPL42	0.982
NDUFAB1	MRPL27	0.958
LSM8	LSM7	0.999
MRPS33	CHCHD1	0.996
DDX58	USP18	0.987
RPL31	RPL29	0.999
TPT1	RPL12	0.962
FUNDC1	MAP1LC3A	0.962
BST2	MX2	0.973
RPL13A	RPS4X	0.999
MRPL58	MRPL42	0.996
CASP10	CYCS	0.96
RPS15A	RPL9	0.999
RPF1	NSA2	0.981
RPS26	RPS29	0.999
RPL35	RPL36AL	0.997
NDUFS4	UQCRQ	0.988
PSMA3	PSMB3	0.999
RPL31	RPL11	0.999
RPL10A	UBA52	0.999
CENPA	H2AFZ	0.981
NDC80	CKAP2	0.961
RPS20	EEF1B2	0.952
OAS3	IFI6	0.992
SEC61G	RPL7	0.976
SNRPF	SF3B5	0.998
RPLP1	RPL27A	0.999
RPL21	SRP9	0.997
RPS27A	RPS21	0.999
SUMO1	AR	0.964
RPS6KA2	RPS6	0.977
RPL31	RPL19	0.999
CROT	PIPOX	0.958
BUB1B	PBK	0.969
OAS1	OAS3	0.963
POMP	PSMB3	0.981
MRPL16	MRPS16	0.999
MRPL19	MRPS23	0.986
RPS13	RPL35	0.999
RPS15A	RPL13A	0.999
MRPL48	MRPS23	0.991
SRP14	RPS3	0.985
RPS6	RPS11	0.999
LSM3	SART1	0.996
RPL9	RPL12	0.999
NDUFC1	NDUFA4	0.984
RPL27A	RPL10A	0.999
RPLP1	RPS3	0.999
RPL27	RPL15	0.999
PAK3	GIT1	0.975
RPL26L1	RPL37A	0.998
RPL27	RPL13A	0.999
EIF2AK2	STAT1	0.991
RPL7A	RPL10A	0.999
RPS27A	RPS18	0.999
NDC80	CENPN	0.991
UQCRB	UQCRH	0.999
RPS3A	RPL27A	0.999
PRDX1	TXN	0.994
GTF2H2	POLR2L	0.988
RAPGEF3	AKAP5	0.953
CDKN1C	CCNA2	0.987
RPL23	RPS3A	0.999
PSMB4	PSMD6	0.999
RPL21	RPL22L1	0.995
RPLP0	EIF3E	0.983
MRPL57	MRPL48	0.981
NDUFA1	NDUFB5	0.998
RPSA	RPL10A	0.999
MRPL58	MRPL48	0.99
RPL6	RPS14	0.999
GEMIN2	SNRPD1	0.999
COPS5	RPS27A	0.953
RPS20	RPS26	0.999
OAS1	MX2	0.989
RPL26L1	RPL5	0.999
MRPL34	MRPS16	0.996
DLG3	GRIN2C	0.973
NDUFC1	UQCRFS1	0.961
MRPL3	MRPS14	0.996
MYD88	IRF7	0.995
MRPL35	MRPL50	0.997
RPS27A	RPL32	0.999
TTK	PBK	0.971
RPS3	RPS26	0.999
BRIX1	RPF2	0.989
EPN1	GAK	0.985
LSM3	SNRPE	0.999
NDUFB2	NDUFB3	0.998
LIFR	CLCF1	0.956
CENPH	MAD2L1	0.978
EEF1B2	RPS3	0.982
CENPA	HIST1H2AC	0.986
IFI35	MX2	0.975
RPSA	RPS29	0.999
RPL30	RPL23A	0.999
COX6C	NDUFA4	0.977
NDUFAB1	NDUFS4	0.999
RPS12	EIF3H	0.989
MRPL15	MRPL33	0.996
MRPL32	MRPS23	0.993
PSMA3	PSMA5	0.999
RPLP0	RPL38	0.999
RPS4X	UBA52	0.999
SDHB	NDUFS3	0.957
RPS6	RPL10A	0.999
NDUFA2	UQCRQ	0.997
SF3A2	LSM6	0.967
RPL5	RPL36	0.999
DDX58	UBB	0.982
CENPL	NUF2	0.954
RPL35	MRPL36	0.959
RPL19	RPL23	0.999
PSMA3	PSMB7	0.999
NEK2	DLGAP5	0.959
RAD51C	XRCC2	0.98
RPL24	RPL36AL	0.998
RPS6	RPS3A	0.999
RPL30	RPL9	0.999
RPS19	RPS15	0.999
RPL32	RPL12	0.999
IFIT3	IFI44L	0.95
RPL13A	RPL30	0.999
RPS15A	RPS28	0.999
MRPL42	MRPL33	0.994
SNRPC	SNRPD1	0.998
JAK2	SOCS2	0.984
MRPL18	MRPS23	0.987
RPS27A	HIST2H2AC	0.953
XAB2	SNRPB2	0.995
RPL34	RPL22L1	0.994
EIF3H	RPS18	0.99
CCND1	AR	0.986
SRP9	RPL7A	0.969
RPL27A	RPL23A	0.999
MAGOHB	SYF2	0.981
RPL6	RPS3	0.999
EEF1A2	RPS3	0.953
RPL10A	RPS28	0.999
NEK2	MAD2L1	0.999
PSMB7	PSMA5	0.999
RPL34	RPL35	0.999
RPL29	RPS28	0.999
SUPT6H	POLR2L	0.959
RPL32	C1D	0.963
RPL7	RPS4X	0.999
RPS27A	RPL12	0.999
OASL	IFIT1	0.997
RBX1	ANAPC11	0.993
SNRPG	MAGOH	0.981
MRPL47	MRPS18C	0.996
CDKN2C	CDKN1C	0.972
CCNB2	CKS1B	0.994
RPLP0	SRP9	0.996
MRPS14	MRPL58	0.994
RPS14	RPL12	0.999
RPLP0	RPL14	0.999
BUB1B	SKA3	0.984
RPL5	RPS15A	0.999
PSMD14	UBB	0.997
RPL5	RPS21	0.999
RPL26L1	RPL10	0.999
RPL31	RPSA	0.999
RPL23	RPL39	0.999
XAF1	IFITM1	0.954
SEC61B	RPS21	0.997
MRPL36	MRPL54	0.991
RPL10	RPLP2	0.998
SNRPD2	LSM6	0.999
RPS19	RPL27	0.999
MRPL43	CHCHD1	0.986
PCNA	PRIM1	0.997
RPS25	RPL27A	0.999
SNRPD1	RNPC3	0.974
RPS27A	SUMO2	0.951
NDUFS3	NDUFA7	0.999
NDUFA5	ATP5PF	0.963
MRPL16	MRPL48	0.989
MRPL48	MRPL40	0.99
SNU13	IMP3	0.996
RPL24	RPL29	0.999
CACYBP	S100A6	0.975
NUF2	SPC25	0.999
BCL2L11	BCL2	0.997
MRPL43	MRPL32	0.997
RPS15	RPS27L	0.997
SNU13	FAU	0.983
RPLP1	RPL37A	0.999
PSMD14	PSMB7	0.999
RPS3	RPL22L1	0.994
CHCHD1	MRPS23	0.987
RPS6	RPS4X	0.999
MRPL17	RPL9	0.965
DYNLL1	DYNLT1	0.981
SKP1	RNF7	0.994
GEMIN2	SNRPD2	0.998
KIF18A	CDK1	0.982
CEP55	BUB1B	0.954
SNRPD1	LSM3	0.999
RPL6	RPS18	0.999
MRPL18	MRPL16	0.988
RPL24	RPS15A	0.999
MRPL16	MRPL33	0.998
OAS3	ISG20	0.964
SUMO1	PCNA	0.966
LSM6	POLR2L	0.967
PSME2	PSMA5	0.994
RPS13	RPL27A	0.999
DVL2	NKD1	0.966
RPL26L1	RPS29	0.998
PSMC2	PSMD6	0.999
RPL19	RPL30	0.999
RPL24	RPL15	0.999
IFIT3	RSAD2	0.993
ATP5MC2	ATP5MC3	0.994
RPL37	RPL29	0.999
POLR2F	SNRPF	0.963
MRPL35	MRPL36	0.986
RPL31	RPS13	0.999
MRPS33	MRPS14	0.996
BST2	OASL	0.952
RPL11	RPS21	0.999
MRPL51	MRPL3	0.981
RPL36	RPL23A	0.999
RPL19	RPS13	0.999
RET	SRC	0.955
HDAC5	NCOR2	0.976
RPL26L1	RPS6	0.999
RPL34	RPS21	0.999
MRPL17	MRPS18C	0.996
NEDD8	ELOC	0.996
SNU13	MAGOH	0.964
RPSA	RPL14	0.999
NDUFA5	UQCR10	0.978
NDUFC1	NDUFA7	0.998
RPS13	RPL37	0.999
MRPL43	MRPS28	0.981
MRPL17	MRPL54	0.997
NDUFB6	NDUFA7	0.999
IFI6	STAT2	0.957
RPL37	RPL36AL	0.997
RPS27L	RPL10A	0.999
RPL34	RPL27	0.999
RPS13	RPS14	0.999
RPS15A	RPL7	0.999
MRPS16	MRPL33	0.998
UBA52	RPS28	0.999
RPLP0	RPS18	0.999
RPL35	RPL30	0.999
BCAS2	SNRPD2	0.997
RPL13A	FAU	0.999
RPL36	SRP9	0.996
MRPS22	MRPL42	0.985
CCNB2	UBE2C	0.993
RPS15A	RPLP1	0.999
NDUFS5	UQCRH	0.992
SEC61B	RPL37	0.996
RPS25	RPL23	0.999
COX7C	UQCRFS1	0.988
RPL11	RPS27L	0.999
NDUFB4	NDUFA2	0.998
SRP14	RPL39	0.996
LSM7	SNRPF	0.999
EIF3M	RPS27L	0.981
MRPL34	CHCHD1	0.987
RPL39L	RPL37A	0.994
SF3B5	POLR2L	0.985
HUWE1	UBE2B	0.953
JAK2	SH2B2	0.959
SKP1	FBXO32	0.968
NDUFA9	NDUFA12	0.999
RPL34	RPL14	0.999
SNRPD2	LSM7	0.999
RPL6	RPS26	0.999
HMMR	DLGAP5	0.978
RPS25	RPL13A	0.999
RPL19	RPL5	0.999
RPL9	RPS28	0.999
CCNB1	CENPP	0.958
RPLP1	RPL13A	0.999
POLR2F	SNRPD2	0.978
CHCHD1	MRPS16	0.991
RPS6	RPL27A	0.999
RPL31	RPL5	0.999
RPS13	RPS29	0.999
NDUFA5	UQCRFS1	0.977
CCNB2	MAD2L1	0.998
RPL35	RPS3A	0.999
RPS6	RPS21	0.999
RPL12	RPS29	0.999
TGFB1	SERPINE1	0.979
RPS20	RPS11	0.999
ATP5MPL	ATP5MD	0.954
NEDD8	COPS8	0.971
RPS15A	IMP3	0.994
RPS15	RPS3A	0.999
RPL24	RPL30	0.999
VEGFA	TMSB4X	0.958
RPL31	SEC61G	0.993
CENPA	H3F3A	0.985
RPL39L	RPS4X	0.996
MRPL17	MRPS23	0.994
RPL10	RPL27A	0.999
RPL11	EIF3H	0.989
UQCRQ	UQCRH	0.999
SNU13	RPS13	0.998
RPS16	RPL27A	0.999
STAT1	CXCL10	0.951
CDKN3	CCNB1	0.954
MRPS14	MRPL21	0.997
RPS12	RPL14	0.999
SEC61B	SEC11C	0.994
SEC61B	RPS26	0.996
BCL2	CYCS	0.966
TRAPPC9	TRAPPC2B	0.963
BCAS2	POLR2K	0.966
SNRPC	SNRPD2	0.999
PSMB1	PSMG2	0.981
HIST1H2AC	UBA52	0.973
RPL32	EIF3H	0.971
RPL6	RPL38	0.999
RPS11	RPS18	0.999
MRPS14	MRPS28	0.987
RPS15A	RPS6	0.999
CCNB1	CCNA2	0.998
RPL11	RPL15	0.999
RPLP1	RPS14	0.999
NDUFB2	NDUFS4	0.997
NDUFB9	NDUFA7	0.999
MRPL32	MRPS22	0.987
MRPL57	MRPL40	0.98
LSM5	LSM3	0.999
MAP2K6	TLR3	0.994
MRPL3	MRPL33	0.996
POLR2F	POLR2I	0.999
GTF2B	GTF2F2	0.999
RPS24	RPS21	0.999
NDC80	SKA3	0.982
OAS2	GBP4	0.952
RPL31	SEC61B	0.984
RPLP0	RPL22L1	0.994
GTF2B	GTF2H5	0.998
SETD1A	H2AFZ	0.971
SIN3B	NCOR2	0.981
RPL31	RPL27	0.999
RPL31	RPL34	0.999
MED31	MED21	0.998
RRM2	UBE2C	0.957
CCL1	CXCL11	0.985
MAD2L1	UBE2C	0.997
RPL12	RPL39	0.999
RPL23	RPL27A	0.999
OAS1	OAS2	0.959
SEC61G	RPS11	0.996
RPL35	UBA52	0.999
RPS15	EIF3H	0.993
ATP5MC3	ATP5PD	0.996
STAT1	TNF	0.972
RPS27L	RPS26	0.998
RPS25	RPL39	0.999
SNRNP27	SNRPE	0.961
POLR2K	POLR3K	0.994
PHF5A	SNRPG	0.999
RPS25	RPS6	0.999
MRPL1	MRPL42	0.994
RPL34	EIF3H	0.955
RPLP1	RPL7	0.999
RPLP0	RPS11	0.999
UBE2C	CDC26	0.99
MRPL3	MRPS23	0.988
EIF3H	RPL37A	0.974
CENPQ	KNL1	0.956
RPL21	EIF3M	0.974
MRPL3	MRPS18C	0.994
RPL29	RPL9	0.999
NDUFAF4	NDUFA6	0.954
RNF7	SOCS2	0.963
RPS14	TBL3	0.978
RPL19	RPL21	0.999
RPL34	RPL23A	0.999
COPS4	COMMD8	0.955
RPL11	MRPL36	0.956
RPL7	RPS21	0.999
NDUFB6	NDUFA12	0.999
RPL7A	RPL36AL	0.998
RPL24	RPL10	0.999
RPL23	RPS14	0.999
LSM6	SF3B5	0.996
MRPL50	MRPL17	0.994
RPS25	SEC61G	0.998
MPHOSPH6	EXOSC1	0.999
RPL7	RPS26	0.999
STAT1	STAT2	0.971
SLC7A11	SLC3A2	0.994
RPL24	RPS11	0.999
SKP1	PSMD14	0.951
OAS1	IRF7	0.989
IFI35	NMI	0.985
POLR2K	GTF2H5	0.996
RPL36	RPL12	0.999
RPLP2	RPL12	0.999
NDUFB4	NDUFA7	0.999
MRPL22	MRPL20	0.997
RPS12	RPS11	0.999
EIF3H	RPL7A	0.977
SF3A2	CWC15	0.993
CKS2	CKS1B	0.992
MRPL47	MRPL20	0.997
RPS20	RPL24	0.999
DLG3	DLGAP3	0.966
IFIT3	ISG20	0.968
RPS12	RPL5	0.999
MRPS16	RPS18	0.95
NMRK1	NMNAT2	0.962
RPS15A	RPS26	0.999
RPL27	RPS27L	0.998
CDKN3	CDK1	0.988
RPL35	RPL39	0.999
PHF5A	SNRPD2	0.999
BIRC5	TOP2A	0.95
CENPL	CENPW	0.974
CCNA1	CDC25C	0.956
PHF5A	LSM3	0.998
RPS3	RPL30	0.999
RPS15A	RPS21	0.999
ITGA2B	FLNA	0.988
RPL13A	RPL7	0.999
RPL7A	RPL9	0.999
UBB	HIST3H2A	0.955
MRPL15	CHCHD1	0.985
RPS21	RPL14	0.999
RPS25	RPS4X	0.999
DLGAP5	PTTG1	0.959
RPS15	RPL35	0.999
RPSA	UBA52	0.999
MRPL16	MRPS22	0.984
RPL34	RPS26	0.999
RPL35	RPS28	0.999
IFI6	MX1	0.994
RPL27	RPS24	0.999
RPL34	RPL5	0.999
RPLP0	RPL36	0.999
UQCRB	UQCR10	0.999
MRPL43	MRPS18C	0.996
HMOX1	BLVRA	0.973
RPL11	RPS14	0.999
RPS11	RPS14	0.999
TSC2	DEPTOR	0.967
PCNA	RPS27A	0.958
RPS3A	IMP3	0.992
SEC61G	RPS27L	0.983
MRPL50	MRPL11	0.995
MRPL43	MRPL22	0.995
RPL7A	RPL22L1	0.994
RPL27	RPL37A	0.999
HIST1H2AC	HIST1H2BH	0.987
MRPL50	MRPL13	0.997
RPL5	RPSA	0.999
RPS25	RPS8	0.999
PHF5A	MAGOH	0.954
RPL29	RPL15	0.999
SNAP23	VAMP8	0.999
TOP2A	CCNA2	0.984
KDM6B	H2AFZ	0.957
RPL13A	RPLP2	0.999
MRPS18C	MRPS16	0.998
CEP55	CDK1	0.971
LSM7	SNRPG	0.998
CENPA	HIST2H2AC	0.979
RPLP0	RPL24	0.999
CASP10	FAS	0.999
RPL38	RPS27L	0.998
RPL21	RPL12	0.999
RPS6	RPL39	0.999
PSMA2	PSMD14	0.999
PSMA2	PSMB3	0.999
RPS14	RPS29	0.999
SNU13	RPS15	0.976
TTK	BUB1B	0.995
RPS20	RPL29	0.999
RPS13	RPL13A	0.999
MRPL51	MRPL16	0.982
RPL27	RPL10	0.999
MRPS14	MRPL50	0.983
RPL11	SRP9	0.996
RET	PDLIM7	0.961
RPL31	RPL35	0.999
CKS2	CCNB2	0.997
RPL13A	RPL10	0.999
PARK7	SNCA	0.99
SEC61G	RPL14	0.983
RPS26	RPL10A	0.999
CAV1	TNF	0.965
FZD3	WNT4	0.969
NDUFAF4	NDUFAF2	0.986
PSMG2	PSMG1	0.959
SMOX	SAT1	0.973
RPL24	SRP9	0.996
CCNA1	E2F5	0.95
OAS2	IFIT3	0.993
RPS12	RPS28	0.999
MRPS18C	MRPL54	0.993
RPL7	RPL23A	0.999
MRPL35	MRPS16	0.985
RPL21	RPL14	0.999
CENPA	CENPP	0.963
CENPQ	CENPA	0.966
SEC61B	RPL23	0.997
RPS12	RPL37	0.999
NDUFB2	NDUFC1	0.999
RPS6	RPS26	0.999
SNRNP40	SNRPC	0.978
RPS20	RPL35	0.999
LTBP4	TGFB1	0.96
RPL23	RPS24	0.999
ATP5F1E	NDUFB5	0.955
MAGOHB	SNRPG	0.995
RPL34	RPL27A	0.999
RPL31	RPS3A	0.999
TRIM22	GBP5	0.95
RRAGD	TSC2	0.975
SNRPF	LSM6	0.999
RPS6	RPLP1	0.999
RPLP0	SEC61B	0.996
RPL5	SRP9	0.969
RPL34	UBA52	0.999
RPL34	RPL39	0.999
PSMB4	PSMC2	0.999
RPS15A	RPL23A	0.999
RPL13A	RPL32	0.999
VEGFA	FGF2	0.971
RPL26L1	RPS25	0.998
SEC61B	RPL27A	0.984
RPS15	SRP14	0.996
PFDN5	VBP1	0.999
ATP5F1E	COX7C	0.983
SRP9	RPL32	0.995
CDK1	TYMS	0.986
RPS3	MRPL17	0.961
IMP3	RPS4X	0.994
RPL11	MRPL17	0.967
MAP1LC3A	ULK1	0.984
MAD2L1	CDC26	0.99
FAU	RPL30	0.999
RPL37	RPS14	0.999
SNRNP40	SNRPD1	0.998
IFI6	IRF7	0.985
KNL1	CENPH	0.977
RPS25	RPS24	0.999
RPS21	UBA52	0.999
IFI27	IFIT1	0.975
RPL21	RPL37	0.999
NDUFA5	NDUFS5	0.999
RPS12	RPS26	0.999
MRPL51	MRPL57	0.983
UQCRFS1	UQCRHL	0.984
SNU13	RPS19	0.978
RPS6	RPL11	0.999
UBE2B	UBE2V2	0.996
MRPL51	MRPL50	0.995
MRPL43	MRPL16	0.997
UBE2B	RPS27A	0.962
RPL26L1	RPL19	0.998
NEDD8	UBL5	0.975
MRPL27	CHCHD1	0.991
MRPL19	MRPL13	0.999
PSMB7	PSMB3	0.999
NDUFB4	NDUFA5	0.997
DLGAP5	BUB1	0.994
RPL29	RPS29	0.999
PSMA4	PSMA3	0.999
